class_index,review_text
2,refers
2,feel guilty about it
2,moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film
2,From both a great and a terrible story
1,'s no good answer to that one .
3,youthful and good-looking diva
2,from an American director in years
2,you do n't laugh
2,the young Bette Davis
3,are The Greatest Musicians of All Time
1,whenever the film 's lamer instincts are in the saddle
2,of Mostly Martha
2,Puts to rest any
2,rappers
2,Live-style parody
2,Abagnale 's
1,be in video stores by Christmas
2,the picture compelling
2,If it 's unnerving suspense you 're after
1,low-tech magic realism
3,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .
1,mutates into a gross-out monster movie with effects that are more silly than scary
3,the buoyant energy level of the film 's city beginnings
2,at hardass American
1,A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .
3,whole family
2,does Rabbit-Proof Fence find the authority it 's looking for .
2,billing
2,Aniston -RRB- has always needed to grow into a movie career
2,you think it 's in danger of going wrong
4,breathtakingly assured and stylish
1,With its parade of almost perpetually wasted characters
2,'s not an easy one to review .
1,is really only one movie 's worth of decent gags to be gleaned from the premise
2,the corporate circus
2,its 2002 children 's
2,The leads we are given here
0,cold-fish
2,marketable
2,write and deliver
2,Right Thing
1,modern action\/comedy buddy movie whose only nod to nostalgia is in the title
2,personality type
3,my ribcage
2,been born to make
2,thumbing his nose at convention
2,a loop
2,is any indication
0,by a script that assumes you are n't very bright
3,a worthwhile environmental message
1,... a pretentious and ultimately empty examination of a sick and evil woman .
2,this quirky soccer import
2,start
0,really bad imitation
3,keep you reasonably entertained
2,there 's
4,A slam-bang extravaganza that
4,makes an amazing breakthrough in her first starring role
2,Interview With the Assassin is structured less as a documentary and more as a found relic
2,take on the soullessness of work in the city
2,thematic heft
3,each moment of this broken character study is rich in emotional texture
2,more emphasis
2,to have directly influenced this girl-meets-girl love story
1,is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure
1,to a climax that 's scarcely a surprise by the time
1,decomposition
1,are so unmemorable
2,Less about Shakespeare than the spawn of fools who saw Quentin Tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .
2,of more recent successes such as `` Mulan '' or `` Tarzan
3,the Battle Bots
2,leaping
2,all men
2,Escape From New York series
3,Quentin Tarantino 's climactic shootout
2,altered footage
2,tight pants and big tits
1,by the time the credits roll across the pat ending
0,Get out your pooper-scoopers .
1,it never seems fresh and vital .
2,Solondz 's thirst
1,feel sanitised and stagey .
2,of the working class to life
0,am more offended by his lack of faith in his audience than by anything on display here
1,that gives pic its title an afterthought
0,MTV schmucks
2,as much as it gives out
2,anything approaching a visceral kick
2,its insights
2,of ` Nicholas Nickleby '
0,wo n't stand the cold light of day
2,wave
2,with the film
2,is never really a true `` us '' versus `` them ''
2,you think that every possible angle has been exhausted by documentarians
2,In visual fertility
2,disparate
4,splendid production design
3,as does its sensitive handling of some delicate subject matter
1,overblown and
2,Middle East struggle
2,one truth
2,more darkly
0,hopes to camouflage how bad his movie is
2,from Bebe Neuwirth
2,over every point
3,struck less by its lavish grandeur
2,half-sleep
3,a major director
3,the visual panache
2,' we nod in agreement .
2,the first installment
3,soul-searching
2,to Catherine Breillat 's Fat Girl
2,in an American film
2,departs from his fun friendly demeanor in exchange for a darker unnerving role
2,of living mug shots
2,gone the way of Don Simpson
2,as raw
1,be another shameless attempt by Disney to rake in dough from baby boomer families
2,the timeless danger
1,is n't very good
4,combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream .
4,surprisingly well
2,of `` Abandon ''
2,Britney 's latest album
2,at and not a Hollywood product
2,the constraints of its source
2,the raising of something other
2,to everybody
2,corn
3,a good ear for dialogue
2,very history
3,very right
2,turbulent
1,makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens
3,addition to gluing you to the edge of your seat
2,urine
1,careless and
1,the movie has no idea of it is serious
1,crap is what I was expecting
3,creative instincts
1,bears a grievous but obscure complaint against fathers
3,believe Silberling had the best intentions here
1,And people make fun of me for liking Showgirls .
4,Moore provides an invaluable service by sparking debate and encouraging thought .
3,A beautiful paean to a time long past .
2,B movie way
2,the couple 's
1,almost unimaginable horror
2,who has seen The Hunger or Cat People
1,playful without being fun
2,have never
1,infuriatingly quirky and taken with its own style .
2,doodled Steamboat Willie
4,gorgeous and finely detailed
4,it is a whole lot of fun
1,too-extreme-for-TV
2,of the film 's virtues
3,Visually breathtaking
4,are scenes of cinematic perfection that steal your heart away .
2,inner consciousness
2,balances
3,winning flight of revisionist fancy
1,are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching
2,schedule
1,with lingering questions about what the film is really getting at
2,more ambivalent
2,if that 's not too glorified a term --
2,at a window
3,The enjoyable Undercover Brother
2,Monty Pythonesque flavor
3,frightening and compelling
2,blues and
2,Quaid 's
2,minus
2,galore
2,-LRB- the Funk Brothers -RRB-
2,new world
2,to his closest friends
2,took
2,Donovan and Mary-Louise Parker
2,Sade set
4,a great piece to watch with kids and use to introduce video as art
2,'ll be lucky
0,'ll be thinking of 51 ways to leave this loser .
1,milks drama when she should be building suspense
2,in its own head
2,The Hot Chick
1,This New Zealand coming-of-age movie is n't really about anything .
2,elicited no sympathies for any of the characters
2,is n't going to win any Academy Awards
2,designed to garner the film a `` cooler '' PG-13 rating
2,is given relatively dry material from Nijinsky 's writings to perform
2,to ride bikes
3,wholesome fantasy
2,can hardly
2,is playing the obvious game
2,see Robin Williams and psycho killer
2,target demographics
2,XXX ''
2,docs
0,tumbleweeds blowing through the empty theatres
2,relatively effective little
3,meets those standards
2,in films like Tremors
2,deliver nearly enough of the show 's trademark style and flash
2,no other reason
0,will need all the luck they can muster just figuring out who 's who in this pretentious mess
2,Boyd 's film offers little else of consequence
1,to sober us up with the transparent attempts at moralizing
2,answer
2,the now middle-aged participants
2,American audiences will probably find it familiar and insufficiently cathartic
3,are great rewards here
2,those intended for adults
2,been there squirm with recognition
2,of its archival prints and film footage
2,to do with it
2,the rocky path
2,all in one
2,that she never lets her character become a caricature -- not even with that radioactive hair
2,plenty of sturm
2,it plays like a reading from Bartlett 's Familiar Quotations
0,does n't deserve the energy it takes to describe how bad it is
2,occupied for 72 minutes
1,flopping
2,like about Men
2,Triumph of Love
2,all the
2,of goofy grandeur
2,lurks
2,the killer
2,was a better film .
2,pacing typical Hollywood war-movie stuff
2,the more details slip out between his fingers .
3,at once visceral and spiritual
2,for a modern-day urban China
2,and General Tso 's
2,very fast
2,inevitable future sequels
2,indelible
2,lowered
1,but overall the Halloween series has lost its edge
2,runs on a little longer
3,part of that delicate canon
2,to go on and on
2,Swim
3,more fascinating than the results
2,becomes narrative expedience
1,lack their idol 's energy and passion for detail .
2,a little peculiar
2,everyone 's bag of popcorn
3,virtuous
1,Die
2,makes it
1,Suffice to say its total promise is left slightly unfulfilled .
3,constant fits of laughter
2,an actor 's
2,that there is really only one movie 's worth of decent gags to be gleaned from the premise
2,Wait for it to hit cable
1,the kind of movie Toback 's detractors always accuse him of making
2,Trailer park Magnolia :
2,whose face
2,an hour 's worth
2,of the story
3,an amusement
2,by avoiding eye contact and walking slowly away
2,in Pauline & Paulette
3,could young romantics out on a date
2,more accurately
2,with the audience
2,actually were a suit
3,reveal his impressively delicate range
4,been remarkable
4,an uppity musical beat that you can dance to
3,a light touch
2,the highest
2,family fare
1,copout
3,Sleek and arty .
2,do with it
1,4Ever is neither a promise nor a threat so much as wishful thinking .
2,Janice
2,Twin Peaks action
1,film that suffers because of its many excesses .
2,too clever by half
2,The tonal shifts are jolting
3,deliciously nonsensical comedy
3,'' is an actor 's movie first and foremost .
3,post-Tarantino
2,the way Chekhov is funny -RRB-
1,The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '
2,that may strain adult credibility
2,light of the fine work done by most of the rest of her cast
2,been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination
2,a block of snow
3,at how much we care about the story
1,to make such a worthless film
2,Goliath
2,the Monty formula mercilessly
2,switches gears to the sentimental
1,that it 's too close to real life to make sense
1,drama
2,George Lucas
0,impossible
1,Sweet Home Abomination
2,Strip it
0,feels like a hazy high that takes too long to shake
1,artificial and opaque
2,blips
3,are lean and tough enough to fit in any modern action movie
2,is indifferent
3,the intriguing premise
2,this is n't
1,America 's thirst for violence
2,aimed specifically at a grade-school audience
2,secretions
2,actory concoctions
2,Less cinematically powerful than quietly and
4,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .
2,modest aspirations
2,in other cultures
3,is intriguing
3,turn on many people
2,watch the film twice or pick up a book on the subject
1,the vagueness
3,a wonderfully warm human drama that remains vividly in memory long after viewing
1,arduous journey
2,shows and empathizes with the victims he reveals
2,the gravity of its subject matter
3,the audience other than to sit back and enjoy a couple of great actors hamming it up
2,portraying the devastation of this disease
2,tells you
1,sure is getting old .
2,significantly
3,farcically bawdy fantasy
1,even caught the gum stuck under my seat trying to sneak out of the theater
3,a high water mark
3,rowdy participants
3,very expressive
2,Bond-inspired ?
3,it equals the original and in some ways even betters it
2,more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution .
2,the extremes of screwball farce and blood-curdling family intensity on one continuum
1,It 's hard to believe that something so short could be so flabby .
2,'re in the mood for something
2,Turpin 's film allows us to chuckle through the angst
2,makes up for in effective if cheap moments of fright and dread .
2,A simple tale of an unlikely friendship
3,has injected self-consciousness into the proceedings at every turn .
2,Wasabi
2,into this Thornberry stuff
2,has this franchise ever
2,the set of Carpenter 's The Thing
2,depends a lot on how interesting and likable you find them .
1,totally lacking
4,be moved to the edge of their seats by the dynamic first act
1,they were insulted and
3,written so well
1,buck or
2,the first production
3,denuded
3,dramedy '
1,life 's harshness
2,justify
1,has a tougher time balancing its violence with Kafka-inspired philosophy
2,Scott
1,highly predictable
3,we all lose track of ourselves by trying
2,peroxide blond honeys
2,write and
1,gets caught up in the rush of slapstick thoroughfare .
3,reveals meaning
1,through its hackneyed elements
2,cops
1,barf
2,grown-ups
3,Stands as one of the year 's most intriguing movie experiences
3,is strong as always .
1,themselves are n't all that interesting
3,is never lethargic
3,The author 's devotees will probably find it fascinating
4,provides an invaluable service by sparking debate and encouraging thought
2,it 's not as obnoxious as Tom Green 's Freddie Got Fingered
3,beat-the-clock thriller
2,that can develop when one mulls leaving the familiar to traverse uncharted ground
2,noir spirit
3,quite enough of them
2,to compromise his vision
2,could change tables
2,in the Playboy era
1,is as bad at it is cruel
2,orchestrated
2,imagery or music
2,to shame
2,among
3,dreamy
2,his stepmom
3,For serious film buffs
2,all manner
2,is never
2,that that implies
3,awarded mythic status
2,how to make a point with poetic imagery
2,vagina
3,a delightfully dour
3,plucks
2,his family-film plot
3,the ` laughing
3,complaining when a film clocks in around 90 minutes these days
2,situations and dialogue
2,really closer
2,in a role
2,Another love story
2,with loads of CGI and bushels of violence
3,impart a message without bludgeoning the audience over the head
0,could force you to scratch a hole in your head
3,Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .
2,musical comedy
1,I was trying to decide what annoyed me most about God is Great
3,'s a testament to the film 's considerable charm
2,found the movie as divided
2,did the same
2,'s still a good yarn -- which is nothing to sneeze at these days .
2,remarkably faithful
3,is to be mesmerised
0,just plain awful
2,filmmakers Anne de Marcken and Marilyn Freeman
2,cinematic icons
3,quietly moving moments and an intelligent subtlety
2,of watching O Fantasma
2,as three
2,Damon\/Bourne
2,Its flame-like
1,Any intellectual arguments being made about the nature of God are framed in a drama so clumsy
2,pap
2,step back and
2,foreign in American teen comedies
1,does n't overcome the tumult of maudlin tragedy
3,artistry
3,is attractive
2,A cross between Blow and
2,with the casting of Juliette Binoche
2,grow into
3,is more accurate than anything
1,are likely to be as heartily sick of mayhem as Cage 's war-weary marine
2,awash
4,naturally charming
4,Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly
3,be the performances of their careers
2,At the end of the movie
1,faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a
1,make it sting
1,here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .
1,like watching an Alfred Hitchcock movie after drinking twelve beers
1,the pale script
2,the seesawing of the general 's fate in the arguments of competing lawyers
4,a better movie experience
3,'s an adventure story and history lesson all in one .
2,watching it now
2,doubt an artist
4,gets a lot of flavor and spice
2,tear-stained vintage Shirley Temple script
1,who seem barely in the same movie
2,fool 's
2,two daughters
0,Lurid and less than lucid work
0,of story and his juvenile camera movements
2,viewing discussion
2,Even a hardened voyeur
1,dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .
2,is ultimately thoughtful without having much dramatic impact .
2,like adults and everyone
3,colors the picture in some evocative shades
2,every gangster movie
2,give all three stories
2,Witherspoon 's -RRB-
3,surrealistic
3,is a towering siren .
2,has shown up at the appointed time and place
1,while the movie is slightly less successful than the first
2,preoccupations and obsessions
2,light-footed
2,of the Iranian new wave
4,a satisfying well-made romantic comedy
2,Benigni 's Italian Pinocchio
2,for a non-narrative feature
3,an equally impressive degree
2,and\/or restroom
2,Queens
2,#NOM?
3,exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .
2,Safe Conduct
2,his sister
2,filmmaker David Flatman
2,rode the Zipper after eating a corn dog and an extra-large cotton candy
2,romantic comedy boilerplate from start to finish
1,flat and
1,Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...
0,unfunny wannabe
1,to let this morph into a typical romantic triangle
0,horribly depressing
3,one man 's treasure
2,even the
1,at all the wrong times
1,Foolish Choices
4,Like the best 60 Minutes
2,works only if you have an interest in the characters you see
4,hard to conceive anyone else in their roles
2,One thing 's for sure --
0,How can you charge money for this ? '
2,the same advice
2,for the first 89 minutes
1,crazy confluence
3,the climactic hourlong cricket match
3,seem appealing
2,of plot
2,Brothers\/Abrahams
1,feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs
2,all-too-familiar dramatic arc
2,daredevils
2,sort
0,The film is way too full of itself ;
0,barely tolerable
2,need a shower
2,a moving camera
2,Harvey Weinstein 's
2,to ponder my Thanksgiving to-do list
4,A terrifically entertaining specimen of Spielbergian
1,the most unpleasant things
1,witless
2,thousands
2,disabled
2,by Hong Kong master John Woo
2,some
2,abstract
2,a Sandra Bullock vehicle or a standard romantic comedy
4,a brilliant director and charismatic star
2,30 years
3,that has something to say
2,wide supply
1,piecing the story together frustrating difficult
2,Just about everyone
1,to his series of spectacular belly flops both on and off the screen
4,marks him as one of the most interesting writer\/directors working today .
3,The effort is sincere and
2,with player masochism
4,is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts
2,100-year
3,the emotional heart
2,to look away for a second
3,it avoids the obvious with humour and lightness
3,between being wickedly funny and just plain wicked
2,will stay with you
2,Weddings
2,suffers
3,proficiency
3,'' wanted and quite honestly
2,Has a customarily jovial air but a deficit of flim-flam inventiveness
3,is a heartfelt story
2,relevant than 9 1\/2 Weeks
2,top-billed
2,ca n't
0,the same old garbage
2,its points
3,logical
2,of Sommers 's title-bout features
2,hit the screen in years
4,is one of world cinema 's most wondrously gifted artists and
2,as the action speeds up
2,promised
1,the ambiguous ending seem goofy rather than provocative
3,of warmth
1,taboo subject matter
2,part romance novel
3,an extraordinary faith in the ability of images
2,escort their little ones to megaplex screenings
2,the operative word
1,strongly reminiscent
2,fit in
3,a more sheerly beautiful film
3,rather shapeless good time
2,human experience
2,through on-camera interviews
1,may really need the company of others
2,instead of an endless trailer
2,If only Merchant paid more attention the story
1,Mandel Holland 's direction is uninspired
2,the suavity or classical familiarity of Bond
2,as estrogen-free
2,to great films
2,jerky hand-held camera and documentary feel
3,would look like something like this
2,to see this picture
2,and provocative sexual
2,few pieces
1,` this is a story without surprises
2,A chick flick for guys .
2,buddy
2,current climate
2,innocent boy
2,on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins
1,an uneasy blend of Ghost
3,he has at least one more story to tell : his own .
2,of rowdy slapstick
3,wo n't have any trouble getting kids to eat up these Veggies
2,that Russians take comfort in their closed-off nationalist reality
2,Starship Troopers
2,a rattling noise
1,dislikable study in sociopathy
1,be a shame if this was your introduction to one of the greatest plays of the last 100 years
2,attempt to complicate the story
2,Weaver and
3,directorial tour de force
2,founding
2,shoestring and
2,the American Dream
2,have subsided
2,water-bound
2,about Jolie 's performance
3,to make up for the ones that do n't come off
2,$ 20 million
0,oo many of these gross
2,more recent successes such as `` Mulan '' or `` Tarzan
2,travel-agency video
3,going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster
0,rank frustration from those in the know about Rubbo 's dumbed-down tactics
2,4 units
2,11 times too many or
2,as impervious to a fall
1,schlocky
2,new way
2,-LRB- Jackson and Bledel -RRB-
2,in Canada
2,record the events
2,may ask
3,shouts classic French nuance
2,Notting Hill
2,Rice
2,Brims
2,plays out ...
2,walker
2,'s worth the price of admission for the ridicule factor
1,callow
2,to startle
4,is acceptable entertainment for the entire family and one that 's especially fit for the kiddies
1,Bland but harmless .
1,do n't think this movie loves women at all
1,class resentment
1,a gentle waking coma
2,art shots
3,riveting set pieces
1,withered
3,would make it a great piece to watch with kids and use to introduce video as art
2,you find them
1,the light of the exit sign
2,Friday in Miami
3,its unsettling force
2,weighs
2,the astronauts
2,that 's held
1,The acting is amateurish
2,emotion or
2,script ?
1,such a horrible movie could have sprung from such a great one
2,bestial
4,compelling and
3,have sprung from such a great one
2,line
2,cooks
2,to do
1,anguished
1,the dangers of ouija boards
2,Dirty Harry
2,`` Looking For Leonard '' just seems to kinda
2,sanitised
3,bang-up job
4,might just be the movie you 're looking for
4,nominated for an Oscar
2,nose
3,the characters are intriguing and realistic
1,a mostly boring affair
3,For all its visual panache and compelling supporting characters
1,and crudely literal
2,a horror movie 's primary goal
0,a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb
2,animated filmmaking
1,saw Juwanna Mann so you do n't have to
2,the heavy doses of weird performances and direction
3,draws its considerable power from simplicity
2,the franchise 's
2,the odds
4,a celebrated wonder in the spotlight
2,do so
4,to which anyone can relate
1,short on plot
3,keen insights
3,Movie Gauge
2,movie adaptation
2,a point in society
4,amusing characters
3,it funny
3,that perfectly captures the wonders and worries of childhood
1,that they are actually releasing it into theaters
3,Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .
2,NBA
2,is that the entire exercise has no real point .
2,weird Masterpiece Theater sketch
2,rapport
1,yield
2,in Hell
2,GUNFIRE
2,the curtain
3,to make a classic theater piece
4,I have n't laughed that hard in years !
2,'re far better served by the source material .
2,the manner of Jeff Foxworthy 's stand-up act
2,might have hoped
2,her nomination as best actress even more of a an a
2,compulsion
2,useless recycling
3,Precocious smarter-than-thou wayward teen
2,a docu-drama
2,a movie has stuck around for this long
2,The film 's overall mood and focus is interesting but constantly unfulfilling .
3,British comedy
2,accept it as life
2,sound system
4,A fascinating case study of flower-power liberation -- and the price that was paid for it .
2,Conduct
3,free
1,from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences
1,it evaporates like so much crypt mist in the brain
2,fans and producers
3,goofiest stuff
2,seems to have directly influenced this girl-meets-girl love story
2,about `` Chicago '' in 2002
2,Ali MacGraw 's
1,its characters ' decisions
3,juicy role
2,visual sense
3,seem to melt away in the face of the character 's blank-faced optimism
3,impressionistic
2,the flash of rock videos
1,in any way demeaning its subjects
2,Strikes Back ...
1,mumbo jumbo
1,stooping to gooeyness
2,pegged
3,A well-acted movie
0,bitter
2,Axel
2,slapdash
0,Murder by Numbers ' is n't a great movie
2,and far between
2,self-hatred and self-determination
1,I was beginning to hate it
2,hot outside
2,cribbing any of their intelligence
3,faced
1,may put off insiders and outsiders alike .
2,God
2,people who owe
2,docu-Dogma
3,flatter
2,As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . '
3,its face
3,good action
2,each others ' affections
2,light showers
2,in making movies
2,for a pop-cyber culture
1,We 've seen the hippie-turned-yuppie plot before
3,creates sheerly cinematic appeal .
3,gentle but insistent sincerity
2,moisture
3,without intent
2,Rose 's
2,about ten feet
2,the slack
2,dry and forceful way
2,a company
3,have a whale of a good time .
2,seduce
2,Go for La Salle 's performance
2,are all
3,surprising emotional depth
2,that we did n't get more re-creations of all those famous moments from the show
1,No surprises .
2,Cletis Tout
2,release
2,intentional or not
2,city 's
2,thinly
3,potentially just as rewarding
2,was unhappy at the prospect of the human race splitting in two
2,than four
3,in which this fascinating -- and timely -- content comes wrapped
1,A big meal of cliches that the talented cast generally chokes on .
1,the point of real interest - -- audience sadism -- is evaded completely
2,for Heaven
1,the `` big twists '' are pretty easy to guess
2,narrative film
2,Don Mullan 's
1,loses its overall sense of mystery and
2,topless and roll
2,Sandra Bullock vehicle
2,of J.R.R. Tolkien 's Middle-earth
2,would fit Chan like a $ 99 bargain-basement special .
2,Isabelle Huppert
3,to the outstanding soundtrack
2,go to a bank manager and
3,wants
1,should have ditched the artsy pretensions and revelled in the entertaining shallows
2,would be all that interesting .
2,the marginal members of society
2,most generic rock star
2,hinge
2,the screenwriter
2,of dollars
3,far more meaningful
2,the trap of pretention
2,self-preservation
2,is not a character in this movie
2,generation 's
1,left the theatre
1,exploitation film
2,done up in post-Tarantino pop-culture riffs
2,entertainments to emerge from the French film industry in years
3,among the studio 's animated classics
1,a re-hash of the other seven films
2,Both Grant and Hoult
2,Chris Sanders
2,those gay filmmakers
2,dramatizing the human cost of the conflict that came to define a generation
1,is a big letdown .
2,Who ?
2,in spots
1,Feels familiar and tired .
3,are fantasti
2,were the third ending of Clue
3,uplifting
1,sugary sentiment and withholds delivery
2,deconstruction
1,the sad schlock merchant of ` Deadly Friend
2,jumbled fantasy comedy
3,both Oscar winners
2,long past
2,thrusts
2,cost
2,for you -
2,his film
2,that our Hollywood has all but lost
2,escaped
2,gets under the skin of the people involved
2,what they did
2,the movie is slightly less successful than the first
3,abundant humanism
2,be in two different movies
3,adds enough quirky and satirical touches in the screenplay to keep the film entertaining
2,revisiting
2,that 's opened between them
2,when a preordained `` big moment '' will occur and not `` if
2,a $ 40 million version
3,a probing examination of a female friendship set against a few dynamic decades
2,rather than one you enter into .
3,this unique director 's previous films
